timestamp,temperature_c,humidity_percent,ambient_light
2025-01-07T07:30:00,21.63,39.06,29
2025-01-07T08:00:00,21.60,39.58,15
2025-01-07T08:30:00,21.66,39.16,42
2025-01-07T09:00:00,21.67,39.57,26
2025-01-07T09:30:00,21.64,38.78,33
2025-01-07T10:00:00,21.65,38.29,55
2025-01-07T10:30:00,22.00,38.92,65
2025-01-07T11:00:00,22.20,37.58,79
2025-01-07T11:30:00,22.24,35.78,92
2025-01-07T12:00:00,22.18,36.52,83
2025-01-07T12:30:00,22.23,35.70,107
2025-01-07T13:00:00,22.27,35.89,95
2025-01-07T13:30:00,22.44,36.87,100
2025-01-07T14:00:00,22.31,37.41,92
2025-01-07T14:30:00,22.39,37.25,132
2025-01-07T15:00:00,22.41,37.53,120
2025-01-07T15:30:00,22.45,38.26,108
2025-01-07T16:00:00,22.73,37.66,120
2025-01-07T16:30:00,22.67,37.96,118
2025-01-07T17:00:00,22.55,38.78,106
2025-01-07T17:30:00,22.38,37.56,98
2025-01-07T18:00:00,22.08,39.42,102
2025-01-07T18:30:00,22.35,38.57,64
2025-01-07T19:00:00,21.59,40.07,39
2025-01-07T19:30:00,21.48,38.50,47
2025-01-07T20:00:00,21.20,39.96,28
2025-01-07T20:30:00,21.21,39.54,0
2025-01-07T21:00:00,21.19,39.03,0
2025-01-07T21:30:00,21.25,39.43,0
2025-01-07T22:00:00,20.94,38.40,0
2025-01-07T22:30:00,21.05,37.99,0
2025-01-07T23:00:00,21.07,38.07,3
2025-01-07T23:30:00,20.91,38.45,3
2025-01-08T00:00:00,20.63,36.32,14
2025-01-08T00:30:00,20.69,35.06,14
2025-01-08T01:00:00,20.77,35.46,7
2025-01-08T01:30:00,20.45,36.59,11
2025-01-08T02:00:00,20.40,37.28,0
2025-01-08T02:30:00,20.48,37.05,22
2025-01-08T03:00:00,20.42,36.86,9
2025-01-08T03:30:00,20.29,35.54,0
2025-01-08T04:00:00,20.52,36.19,13
2025-01-08T04:30:00,20.90,37.19,41
2025-01-08T05:00:00,20.81,37.90,31
2025-01-08T05:30:00,21.23,37.43,44
2025-01-08T06:00:00,21.40,37.62,46
2025-01-08T06:30:00,21.37,38.27,49
2025-01-08T07:00:00,21.68,38.76,76
2025-01-08T07:30:00,21.40,38.99,73
2025-01-08T08:00:00,21.47,38.51,62
2025-01-08T08:30:00,21.57,38.64,76
2025-01-08T09:00:00,21.25,38.55,93
2025-01-08T09:30:00,21.62,37.94,117
2025-01-08T10:00:00,21.84,39.60,149
2025-01-08T10:30:00,21.93,38.84,201
2025-01-08T11:00:00,22.09,37.37,235
2025-01-08T11:30:00,22.19,35.72,258
2025-01-08T12:00:00,21.98,38.33,290
2025-01-08T12:30:00,22.18,37.88,310
2025-01-08T13:00:00,22.21,38.31,295
2025-01-08T13:30:00,22.29,36.50,293
2025-01-08T14:00:00,22.30,35.69,310
2025-01-08T14:30:00,22.35,38.10,312
2025-01-08T15:00:00,22.89,36.60,318
2025-01-08T15:30:00,22.58,39.97,326
2025-01-08T16:00:00,22.77,37.46,350
2025-01-08T16:30:00,22.51,40.02,355
2025-01-08T17:00:00,22.36,40.61,322
2025-01-08T17:30:00,22.30,39.80,297
2025-01-08T18:00:00,22.08,38.59,263
2025-01-08T18:30:00,22.02,38.05,207
2025-01-08T19:00:00,21.83,40.02,152
2025-01-08T19:30:00,21.34,39.01,91
2025-01-08T20:00:00,21.55,37.78,56
2025-01-08T20:30:00,21.08,40.22,30
2025-01-08T21:00:00,21.23,39.64,11
2025-01-08T21:30:00,21.29,39.14,19
2025-01-08T22:00:00,21.16,37.05,9
2025-01-08T22:30:00,21.33,39.96,13
2025-01-08T23:00:00,21.01,38.22,17
2025-01-08T23:30:00,21.03,37.34,16
2025-01-09T00:00:00,20.68,35.50,2
2025-01-09T00:30:00,20.57,36.84,0
2025-01-09T01:00:00,20.42,35.90,6
2025-01-09T01:30:00,20.56,36.25,0
2025-01-09T02:00:00,20.34,36.78,0
2025-01-09T02:30:00,20.53,35.98,0
2025-01-09T03:00:00,20.50,37.61,6
2025-01-09T03:30:00,20.48,35.16,8
2025-01-09T04:00:00,20.77,37.04,16
2025-01-09T04:30:00,20.78,35.84,9
2025-01-09T05:00:00,20.92,37.88,10
2025-01-09T05:30:00,20.99,38.06,28
2025-01-09T06:00:00,21.31,38.75,26
2025-01-09T06:30:00,21.14,37.77,26
2025-01-09T07:00:00,21.56,39.30,35
2025-01-09T07:30:00,21.25,38.02,42
2025-01-09T08:00:00,21.49,38.22,40
2025-01-09T08:30:00,21.56,41.57,47
2025-01-09T09:00:00,21.65,38.91,48
2025-01-09T09:30:00,21.68,37.62,68
2025-01-09T10:00:00,21.87,36.24,73
2025-01-09T10:30:00,21.85,38.88,96
2025-01-09T11:00:00,22.32,36.49,106
2025-01-09T11:30:00,22.37,36.98,120
2025-01-09T12:00:00,22.20,36.72,143
2025-01-09T12:30:00,22.47,36.00,139
2025-01-09T13:00:00,22.31,37.37,149
2025-01-09T13:30:00,22.35,36.95,136
2025-01-09T14:00:00,22.09,37.28,149
2025-01-09T14:30:00,22.54,37.46,173
2025-01-09T15:00:00,22.43,37.57,162
2025-01-09T15:30:00,22.33,38.29,146
2025-01-09T16:00:00,22.59,38.28,167
2025-01-09T16:30:00,22.52,37.25,159
2025-01-09T17:00:00,22.70,38.69,157
2025-01-09T17:30:00,22.41,38.71,163
2025-01-09T18:00:00,22.34,38.85,123
2025-01-09T18:30:00,22.23,38.60,93
2025-01-09T19:00:00,21.55,38.16,70
2025-01-09T19:30:00,21.64,39.75,56
2025-01-09T20:00:00,21.38,39.81,43
2025-01-09T20:30:00,21.38,40.52,0
2025-01-09T21:00:00,21.09,38.67,0
2025-01-09T21:30:00,21.20,40.33,2
2025-01-09T22:00:00,21.18,38.38,3
2025-01-09T22:30:00,21.14,37.87,16
2025-01-09T23:00:00,20.74,38.77,2
2025-01-09T23:30:00,21.16,38.76,0
2025-01-10T00:00:00,20.14,35.50,2
2025-01-10T00:30:00,20.47,36.32,11
2025-01-10T01:00:00,20.30,34.86,8
2025-01-10T01:30:00,20.45,36.22,1
2025-01-10T02:00:00,20.47,37.49,0
2025-01-10T02:30:00,20.32,36.81,18
2025-01-10T03:00:00,20.47,35.29,0
2025-01-10T03:30:00,20.56,35.37,25
2025-01-10T04:00:00,20.95,36.77,15
2025-01-10T04:30:00,20.69,37.83,17
2025-01-10T05:00:00,20.85,38.42,29
2025-01-10T05:30:00,21.32,36.49,28
2025-01-10T06:00:00,21.02,38.94,37
2025-01-10T06:30:00,21.38,37.75,48
2025-01-10T07:00:00,21.75,40.32,39
2025-01-10T07:30:00,21.53,39.89,54
2025-01-10T08:00:00,21.33,39.83,60
2025-01-10T08:30:00,21.61,39.11,84
2025-01-10T09:00:00,21.46,38.67,86
2025-01-10T09:30:00,21.81,37.70,118
2025-01-10T10:00:00,21.61,38.48,137
2025-01-10T10:30:00,21.86,39.03,154
2025-01-10T11:00:00,21.99,37.08,211
2025-01-10T11:30:00,22.44,38.15,241
2025-01-10T12:00:00,21.94,37.49,235
2025-01-10T12:30:00,22.24,37.50,253
2025-01-10T13:00:00,22.51,35.76,247
2025-01-10T13:30:00,22.11,36.14,267
2025-01-10T14:00:00,22.39,38.85,276
2025-01-10T14:30:00,22.41,37.02,283
2025-01-10T15:00:00,22.33,37.03,274
2025-01-10T15:30:00,22.49,39.17,291
2025-01-10T16:00:00,22.68,38.34,292
2025-01-10T16:30:00,22.91,39.76,298
2025-01-10T17:00:00,22.34,37.04,292
2025-01-10T17:30:00,22.31,38.79,266
2025-01-10T18:00:00,22.24,39.46,228
2025-01-10T18:30:00,21.85,38.10,184
2025-01-10T19:00:00,21.58,39.46,135
2025-01-10T19:30:00,21.52,38.42,69
2025-01-10T20:00:00,21.18,37.88,45
2025-01-10T20:30:00,21.17,38.53,27
2025-01-10T21:00:00,21.22,39.34,16
2025-01-10T21:30:00,21.34,37.97,17
2025-01-10T22:00:00,20.88,38.46,20
2025-01-10T22:30:00,21.20,39.39,12
2025-01-10T23:00:00,21.24,37.32,8
2025-01-10T23:30:00,20.95,39.82,18
2025-01-11T00:00:00,20.66,35.72,25
2025-01-11T00:30:00,20.57,35.53,26
2025-01-11T01:00:00,20.29,35.64,6
2025-01-11T01:30:00,20.35,36.76,10
2025-01-11T02:00:00,20.52,37.85,0
2025-01-11T02:30:00,20.70,35.67,19
2025-01-11T03:00:00,20.79,38.17,6
2025-01-11T03:30:00,20.35,36.67,9
2025-01-11T04:00:00,20.33,37.21,6
2025-01-11T04:30:00,20.92,37.72,19
2025-01-11T05:00:00,20.85,37.18,27
2025-01-11T05:30:00,21.46,37.08,41
2025-01-11T06:00:00,21.30,37.99,46
2025-01-11T06:30:00,21.09,39.67,66
2025-01-11T07:00:00,21.47,37.84,72
2025-01-11T07:30:00,21.52,38.99,61
2025-01-11T08:00:00,21.49,38.64,75
2025-01-11T08:30:00,21.53,39.00,88
2025-01-11T09:00:00,21.58,39.52,105
2025-01-11T09:30:00,21.85,38.06,131
2025-01-11T10:00:00,21.97,38.63,182
2025-01-11T10:30:00,22.08,37.80,222
2025-01-11T11:00:00,22.06,38.60,269
2025-01-11T11:30:00,22.37,39.40,274
2025-01-11T12:00:00,22.19,37.18,304
2025-01-11T12:30:00,22.36,37.04,323
2025-01-11T13:00:00,22.46,37.70,308
2025-01-11T13:30:00,22.41,38.02,325
2025-01-11T14:00:00,22.37,38.76,327
2025-01-11T14:30:00,22.34,38.37,346
2025-01-11T15:00:00,22.57,37.80,342
2025-01-11T15:30:00,22.29,37.84,368
2025-01-11T16:00:00,22.61,36.84,372
2025-01-11T16:30:00,22.49,37.50,387
2025-01-11T17:00:00,22.50,39.03,380
2025-01-11T17:30:00,22.26,38.13,340
2025-01-11T18:00:00,21.98,38.64,281
2025-01-11T18:30:00,22.11,39.07,216
2025-01-11T19:00:00,21.88,39.60,153
2025-01-11T19:30:00,21.42,38.66,94
2025-01-11T20:00:00,21.51,38.96,54
2025-01-11T20:30:00,21.08,38.99,37
2025-01-11T21:00:00,21.31,38.04,7
2025-01-11T21:30:00,21.28,38.88,10
2025-01-11T22:00:00,21.02,38.07,15
2025-01-11T22:30:00,21.04,39.81,13
2025-01-11T23:00:00,20.88,39.14,24
2025-01-11T23:30:00,20.83,36.86,8
2025-01-12T00:00:00,20.30,37.68,0
2025-01-12T00:30:00,20.45,37.55,9
2025-01-12T01:00:00,20.42,35.74,1
2025-01-12T01:30:00,20.46,37.56,1
2025-01-12T02:00:00,20.30,37.16,11
2025-01-12T02:30:00,20.47,36.98,3
2025-01-12T03:00:00,20.32,36.30,0
2025-01-12T03:30:00,20.43,35.69,6
2025-01-12T04:00:00,20.62,35.60,0
2025-01-12T04:30:00,20.71,37.36,7
2025-01-12T05:00:00,20.51,38.43,24
2025-01-12T05:30:00,21.24,38.30,19
2025-01-12T06:00:00,21.06,38.48,8
2025-01-12T06:30:00,21.31,37.60,24
2025-01-12T07:00:00,21.35,39.69,23
2025-01-12T07:30:00,21.41,39.97,14
2025-01-12T08:00:00,21.46,38.94,30
2025-01-12T08:30:00,21.51,39.52,31
2025-01-12T09:00:00,21.24,38.39,34
2025-01-12T09:30:00,21.85,39.32,54
2025-01-12T10:00:00,21.80,38.62,52
2025-01-12T10:30:00,21.90,37.53,66
2025-01-12T11:00:00,22.07,37.35,83
2025-01-12T11:30:00,21.93,37.94,94
2025-01-12T12:00:00,22.34,37.06,96
2025-01-12T12:30:00,22.45,37.24,118
2025-01-12T13:00:00,22.10,37.21,94
2025-01-12T13:30:00,22.21,36.88,101
2025-01-12T14:00:00,22.48,36.76,113
2025-01-12T14:30:00,22.18,37.54,122
2025-01-12T15:00:00,22.51,38.28,120
2025-01-12T15:30:00,22.56,38.72,129
2025-01-12T16:00:00,22.34,38.27,125
2025-01-12T16:30:00,22.61,38.81,131
2025-01-12T17:00:00,22.39,37.32,127
2025-01-12T17:30:00,22.35,38.04,107
2025-01-12T18:00:00,22.11,39.42,98
2025-01-12T18:30:00,22.01,39.21,73
2025-01-12T19:00:00,21.89,37.06,43
2025-01-12T19:30:00,21.52,38.79,26
2025-01-12T20:00:00,21.45,38.47,20
2025-01-12T20:30:00,21.26,39.38,2
2025-01-12T21:00:00,21.17,40.35,9
2025-01-12T21:30:00,21.33,39.25,0
2025-01-12T22:00:00,21.08,39.05,15
2025-01-12T22:30:00,21.27,39.27,0
2025-01-12T23:00:00,21.04,38.41,2
2025-01-12T23:30:00,20.76,38.63,4
2025-01-13T00:00:00,20.62,35.23,0
2025-01-13T00:30:00,21.05,35.70,9
2025-01-13T01:00:00,20.57,35.61,21
2025-01-13T01:30:00,20.49,36.52,21
2025-01-13T02:00:00,20.38,36.01,4
2025-01-13T02:30:00,20.29,36.62,11
2025-01-13T03:00:00,20.53,36.92,14
2025-01-13T03:30:00,20.58,36.28,18
2025-01-13T04:00:00,20.49,37.80,11
2025-01-13T04:30:00,20.82,38.48,1
2025-01-13T05:00:00,20.82,37.11,42
2025-01-13T05:30:00,20.94,40.08,25
2025-01-13T06:00:00,21.21,38.05,51
2025-01-13T06:30:00,21.21,38.42,41
2025-01-13T07:00:00,21.42,37.92,52
2025-01-13T07:30:00,21.49,39.23,75
2025-01-13T08:00:00,21.30,39.74,71
2025-01-13T08:30:00,21.48,38.70,74
2025-01-13T09:00:00,21.73,38.87,101
2025-01-13T09:30:00,21.66,40.28,124
2025-01-13T10:00:00,21.80,37.28,149
2025-01-13T10:30:00,22.03,38.04,201
2025-01-13T11:00:00,22.00,37.78,230
2025-01-13T11:30:00,22.25,37.46,280
2025-01-13T12:00:00,22.17,38.36,276
2025-01-13T12:30:00,22.23,36.73,301
2025-01-13T13:00:00,22.37,37.55,295
2025-01-13T13:30:00,22.17,38.67,309
2025-01-13T14:00:00,22.36,37.72,312
2025-01-13T14:30:00,22.37,37.74,312
