timestamp,temperature_c,humidity_percent,ambient_light
2025-01-02T08:30:00,28.44,32.99,86
2025-01-02T09:00:00,28.63,33.45,87
2025-01-02T09:30:00,29.01,33.73,107
2025-01-02T10:00:00,28.54,32.68,102
2025-01-02T10:30:00,29.04,33.16,131
2025-01-02T11:00:00,29.34,31.72,157
2025-01-02T11:30:00,29.17,32.06,168
2025-01-02T12:00:00,29.57,31.99,189
2025-01-02T12:30:00,29.45,31.67,154
2025-01-02T13:00:00,29.76,31.78,165
2025-01-02T13:30:00,29.64,33.17,168
2025-01-02T14:00:00,29.15,32.68,152
2025-01-02T14:30:00,29.09,33.37,129
2025-01-02T15:00:00,29.26,33.09,150
2025-01-02T15:30:00,29.14,31.24,117
2025-01-02T16:00:00,29.05,33.28,125
2025-01-02T16:30:00,28.72,32.77,122
2025-01-02T17:00:00,29.22,34.58,109
2025-01-02T17:30:00,29.06,34.64,113
2025-01-02T18:00:00,28.88,34.20,85
2025-01-02T18:30:00,28.39,34.65,73
2025-01-02T19:00:00,28.43,33.74,57
2025-01-02T19:30:00,28.30,33.72,45
2025-01-02T20:00:00,28.17,34.74,26
2025-01-02T20:30:00,28.16,36.47,19
2025-01-02T21:00:00,28.20,35.74,0
2025-01-02T21:30:00,27.84,34.46,27
2025-01-02T22:00:00,27.81,35.14,25
2025-01-02T22:30:00,27.37,33.85,9
2025-01-02T23:00:00,27.12,33.94,19
2025-01-02T23:30:00,26.61,34.28,23
2025-01-03T00:00:00,24.77,31.64,17
2025-01-03T00:30:00,24.63,31.55,10
2025-01-03T01:00:00,24.73,32.44,31
2025-01-03T01:30:00,24.54,31.33,19
2025-01-03T02:00:00,24.53,31.56,15
2025-01-03T02:30:00,24.50,32.47,17
2025-01-03T03:00:00,24.54,31.77,17
2025-01-03T03:30:00,24.67,31.09,11
2025-01-03T04:00:00,24.91,30.44,38
2025-01-03T04:30:00,25.18,32.42,66
2025-01-03T05:00:00,25.96,32.02,94
2025-01-03T05:30:00,26.24,31.69,123
2025-01-03T06:00:00,27.20,32.97,150
2025-01-03T06:30:00,27.73,33.09,180
2025-01-03T07:00:00,28.20,33.61,222
2025-01-03T07:30:00,28.54,34.58,230
2025-01-03T08:00:00,28.41,33.32,221
2025-01-03T08:30:00,29.00,33.14,240
2025-01-03T09:00:00,28.60,33.61,262
2025-01-03T09:30:00,28.50,32.77,293
2025-01-03T10:00:00,28.93,32.69,345
2025-01-03T10:30:00,29.15,32.43,408
2025-01-03T11:00:00,29.23,32.75,436
2025-01-03T11:30:00,29.51,31.98,488
2025-01-03T12:00:00,29.55,31.99,511
2025-01-03T12:30:00,29.48,33.14,525
2025-01-03T13:00:00,29.59,31.16,502
2025-01-03T13:30:00,29.36,32.02,495
2025-01-03T14:00:00,29.24,33.32,462
2025-01-03T14:30:00,28.98,32.19,407
2025-01-03T15:00:00,29.07,32.32,388
2025-01-03T15:30:00,29.06,32.60,358
2025-01-03T16:00:00,29.28,34.00,334
2025-01-03T16:30:00,29.22,31.77,330
2025-01-03T17:00:00,29.23,31.34,333
2025-01-03T17:30:00,28.73,33.19,303
2025-01-03T18:00:00,29.04,32.92,267
2025-01-03T18:30:00,28.71,33.69,217
2025-01-03T19:00:00,28.44,34.32,183
2025-01-03T19:30:00,28.14,34.21,133
2025-01-03T20:00:00,28.13,34.68,94
2025-01-03T20:30:00,27.96,34.37,74
2025-01-03T21:00:00,27.87,36.00,64
2025-01-03T21:30:00,27.78,35.22,63
2025-01-03T22:00:00,27.91,35.73,56
2025-01-03T22:30:00,27.41,34.00,47
2025-01-03T23:00:00,27.05,34.29,51
2025-01-03T23:30:00,26.66,32.99,48
2025-01-04T00:00:00,24.47,30.27,12
2025-01-04T00:30:00,24.51,30.24,20
2025-01-04T01:00:00,24.68,31.13,14
2025-01-04T01:30:00,24.63,31.08,20
2025-01-04T02:00:00,24.80,31.16,17
2025-01-04T02:30:00,24.68,30.83,4
2025-01-04T03:00:00,24.69,29.84,28
2025-01-04T03:30:00,24.78,31.32,18
2025-01-04T04:00:00,25.19,30.63,22
2025-01-04T04:30:00,25.28,31.51,43
2025-01-04T05:00:00,25.96,32.25,71
2025-01-04T05:30:00,26.79,31.49,95
2025-01-04T06:00:00,27.22,32.90,137
2025-01-04T06:30:00,27.63,32.66,155
2025-01-04T07:00:00,28.07,34.23,176
2025-01-04T07:30:00,28.57,34.50,202
2025-01-04T08:00:00,28.69,34.73,204
2025-01-04T08:30:00,28.50,33.83,191
2025-01-04T09:00:00,28.71,33.33,229
2025-01-04T09:30:00,28.88,32.52,250
2025-01-04T10:00:00,28.91,32.86,299
2025-01-04T10:30:00,28.96,32.96,326
2025-01-04T11:00:00,28.98,33.17,369
2025-01-04T11:30:00,29.35,31.20,400
2025-01-04T12:00:00,29.46,31.83,440
2025-01-04T12:30:00,29.62,31.89,446
2025-01-04T13:00:00,29.70,32.47,431
2025-01-04T13:30:00,29.63,33.66,423
2025-01-04T14:00:00,29.66,33.15,399
2025-01-04T14:30:00,29.14,31.71,363
2025-01-04T15:00:00,28.95,32.32,340
2025-01-04T15:30:00,29.02,33.38,298
2025-01-04T16:00:00,28.99,33.88,293
2025-01-04T16:30:00,29.09,34.46,296
2025-01-04T17:00:00,28.89,34.21,274
2025-01-04T17:30:00,28.93,33.35,267
2025-01-04T18:00:00,28.63,33.96,232
2025-01-04T18:30:00,28.76,33.76,198
2025-01-04T19:00:00,28.36,35.19,152
2025-01-04T19:30:00,28.09,34.93,113
2025-01-04T20:00:00,28.11,34.28,78
2025-01-04T20:30:00,27.86,36.39,51
2025-01-04T21:00:00,27.95,36.02,57
2025-01-04T21:30:00,28.10,36.25,50
2025-01-04T22:00:00,27.66,35.51,57
2025-01-04T22:30:00,27.49,33.50,57
2025-01-04T23:00:00,27.26,33.00,49
2025-01-04T23:30:00,26.54,33.23,29
2025-01-05T00:00:00,24.47,30.47,8
2025-01-05T00:30:00,24.68,31.37,18
2025-01-05T01:00:00,24.73,30.84,14
2025-01-05T01:30:00,24.65,32.50,20
2025-01-05T02:00:00,24.77,31.95,22
2025-01-05T02:30:00,24.30,31.84,15
2025-01-05T03:00:00,24.57,30.71,10
2025-01-05T03:30:00,24.73,31.88,6
2025-01-05T04:00:00,24.98,30.97,23
2025-01-05T04:30:00,25.45,31.49,46
2025-01-05T05:00:00,25.83,32.39,76
2025-01-05T05:30:00,26.40,31.96,103
2025-01-05T06:00:00,27.25,32.26,137
2025-01-05T06:30:00,27.62,35.70,151
2025-01-05T07:00:00,28.07,34.00,172
2025-01-05T07:30:00,28.59,35.50,189
2025-01-05T08:00:00,28.59,33.72,197
2025-01-05T08:30:00,28.81,34.79,197
2025-01-05T09:00:00,28.92,34.83,229
2025-01-05T09:30:00,28.72,33.69,250
2025-01-05T10:00:00,29.05,33.05,278
2025-01-05T10:30:00,29.29,33.11,346
2025-01-05T11:00:00,29.30,32.78,386
2025-01-05T11:30:00,29.51,32.60,434
2025-01-05T12:00:00,29.51,32.33,443
2025-01-05T12:30:00,29.45,31.30,425
2025-01-05T13:00:00,29.63,32.67,437
2025-01-05T13:30:00,29.29,33.08,424
2025-01-05T14:00:00,29.40,32.47,395
2025-01-05T14:30:00,29.37,33.15,352
2025-01-05T15:00:00,29.19,31.85,336
2025-01-05T15:30:00,29.22,32.91,309
2025-01-05T16:00:00,28.85,33.78,286
2025-01-05T16:30:00,29.09,34.03,278
2025-01-05T17:00:00,29.22,33.29,277
2025-01-05T17:30:00,29.03,32.37,262
2025-01-05T18:00:00,28.83,34.46,224
2025-01-05T18:30:00,28.60,34.26,188
2025-01-05T19:00:00,28.30,34.15,158
2025-01-05T19:30:00,28.30,33.94,116
2025-01-05T20:00:00,27.91,33.20,79
2025-01-05T20:30:00,28.12,35.25,52
2025-01-05T21:00:00,28.04,34.01,54
2025-01-05T21:30:00,27.76,34.95,54
2025-01-05T22:00:00,27.57,34.45,56
2025-01-05T22:30:00,27.79,33.34,49
2025-01-05T23:00:00,27.01,33.06,55
2025-01-05T23:30:00,26.87,33.01,40
2025-01-06T00:00:00,24.68,31.31,25
2025-01-06T00:30:00,24.67,28.77,5
2025-01-06T01:00:00,24.47,31.00,7
2025-01-06T01:30:00,24.49,30.30,18
2025-01-06T02:00:00,24.67,30.63,12
2025-01-06T02:30:00,24.68,32.18,0
2025-01-06T03:00:00,24.70,30.68,16
2025-01-06T03:30:00,24.65,29.42,10
2025-01-06T04:00:00,24.70,31.28,16
2025-01-06T04:30:00,25.35,30.60,18
2025-01-06T05:00:00,25.84,32.00,51
2025-01-06T05:30:00,26.69,32.29,66
2025-01-06T06:00:00,27.00,33.68,70
2025-01-06T06:30:00,27.79,34.06,80
2025-01-06T07:00:00,28.32,33.87,115
2025-01-06T07:30:00,28.44,35.11,108
2025-01-06T08:00:00,28.41,35.26,97
2025-01-06T08:30:00,28.28,34.79,118
2025-01-06T09:00:00,28.71,33.72,133
2025-01-06T09:30:00,28.94,33.14,143
2025-01-06T10:00:00,28.81,32.89,150
2025-01-06T10:30:00,28.84,32.05,191
2025-01-06T11:00:00,29.17,32.23,193
2025-01-06T11:30:00,29.60,32.40,223
2025-01-06T12:00:00,29.54,31.29,223
2025-01-06T12:30:00,29.71,32.12,240
2025-01-06T13:00:00,29.09,33.09,227
2025-01-06T13:30:00,29.84,31.90,222
2025-01-06T14:00:00,29.53,31.77,216
2025-01-06T14:30:00,29.24,33.70,200
2025-01-06T15:00:00,29.31,32.28,176
2025-01-06T15:30:00,29.20,31.39,160
2025-01-06T16:00:00,29.24,32.11,166
2025-01-06T16:30:00,28.99,33.43,143
2025-01-06T17:00:00,29.13,33.60,158
2025-01-06T17:30:00,29.17,34.40,139
2025-01-06T18:00:00,28.65,34.73,111
2025-01-06T18:30:00,28.60,34.58,105
2025-01-06T19:00:00,28.74,34.34,66
2025-01-06T19:30:00,28.29,34.81,56
2025-01-06T20:00:00,28.41,34.73,31
2025-01-06T20:30:00,28.18,34.19,45
2025-01-06T21:00:00,28.12,34.04,37
2025-01-06T21:30:00,28.38,33.50,35
2025-01-06T22:00:00,27.92,35.04,29
2025-01-06T22:30:00,27.64,34.03,36
2025-01-06T23:00:00,27.01,35.73,35
2025-01-06T23:30:00,26.61,33.68,32
2025-01-07T00:00:00,24.53,31.07,2
2025-01-07T00:30:00,24.78,30.71,5
2025-01-07T01:00:00,24.68,31.03,0
2025-01-07T01:30:00,24.40,29.99,0
2025-01-07T02:00:00,24.34,30.62,8
2025-01-07T02:30:00,24.61,30.54,0
2025-01-07T03:00:00,24.45,30.09,0
2025-01-07T03:30:00,24.81,30.15,7
2025-01-07T04:00:00,24.89,33.43,0
2025-01-07T04:30:00,25.45,31.55,15
2025-01-07T05:00:00,26.03,32.36,23
2025-01-07T05:30:00,26.66,33.01,54
2025-01-07T06:00:00,27.13,34.34,54
2025-01-07T06:30:00,27.48,34.00,66
2025-01-07T07:00:00,28.09,34.66,71
2025-01-07T07:30:00,28.65,34.06,86
2025-01-07T08:00:00,28.70,34.58,74
2025-01-07T08:30:00,28.77,34.16,101
2025-01-07T09:00:00,28.79,34.57,88
2025-01-07T09:30:00,28.79,33.78,98
2025-01-07T10:00:00,28.84,33.29,123
2025-01-07T10:30:00,29.22,33.92,138
2025-01-07T11:00:00,29.45,32.58,156
2025-01-07T11:30:00,29.52,30.78,171
2025-01-07T12:00:00,29.47,31.52,165
2025-01-07T12:30:00,29.53,30.70,190
2025-01-07T13:00:00,29.55,30.89,175
2025-01-07T13:30:00,29.64,31.87,171
2025-01-07T14:00:00,29.39,32.41,149
2025-01-07T14:30:00,29.34,32.25,174
2025-01-07T15:00:00,29.22,32.53,146
2025-01-07T15:30:00,29.15,33.26,121
2025-01-07T16:00:00,29.35,32.66,124
2025-01-07T16:30:00,29.27,32.96,119
2025-01-07T17:00:00,29.16,33.81,107
2025-01-07T17:30:00,29.01,32.68,101
2025-01-07T18:00:00,28.75,34.67,107
2025-01-07T18:30:00,29.08,33.98,72
2025-01-07T19:00:00,28.37,35.66,50
2025-01-07T19:30:00,28.30,34.25,60
2025-01-07T20:00:00,28.06,35.85,44
2025-01-07T20:30:00,28.11,35.51,13
2025-01-07T21:00:00,28.09,35.03,1
2025-01-07T21:30:00,28.10,35.42,8
2025-01-07T22:00:00,27.65,34.33,17
2025-01-07T22:30:00,27.54,33.85,11
2025-01-07T23:00:00,27.27,33.82,17
2025-01-07T23:30:00,26.77,34.08,15
2025-01-08T00:00:00,24.75,31.32,23
2025-01-08T00:30:00,24.80,30.06,23
2025-01-08T01:00:00,24.88,30.46,16
2025-01-08T01:30:00,24.56,31.59,20
2025-01-08T02:00:00,24.52,32.28,9
2025-01-08T02:30:00,24.60,32.05,31
2025-01-08T03:00:00,24.54,31.86,18
2025-01-08T03:30:00,24.48,30.54,12
2025-01-08T04:00:00,24.92,31.19,37
2025-01-08T04:30:00,25.63,32.19,83
2025-01-08T05:00:00,25.96,32.90,96
2025-01-08T05:30:00,26.84,32.43,134
2025-01-08T06:00:00,27.48,32.62,161
2025-01-08T06:30:00,27.87,33.27,185
2025-01-08T07:00:00,28.51,33.76,231
2025-01-08T07:30:00,28.44,33.99,239
2025-01-08T08:00:00,28.59,33.51,232
2025-01-08T08:30:00,28.69,33.64,247
2025-01-08T09:00:00,28.40,33.55,271
2025-01-08T09:30:00,28.79,32.94,304
2025-01-08T10:00:00,29.04,34.60,347
2025-01-08T10:30:00,29.16,33.84,411
2025-01-08T11:00:00,29.35,32.37,456
2025-01-08T11:30:00,29.48,30.72,489
2025-01-08T12:00:00,29.29,33.33,527
2025-01-08T12:30:00,29.50,32.88,548
2025-01-08T13:00:00,29.50,33.31,525
2025-01-08T13:30:00,29.51,31.50,497
2025-01-08T14:00:00,29.40,30.69,476
2025-01-08T14:30:00,29.32,33.10,433
2025-01-08T15:00:00,29.72,31.60,393
2025-01-08T15:30:00,29.30,34.97,363
2025-01-08T16:00:00,29.41,32.46,361
2025-01-08T16:30:00,29.13,35.02,358
2025-01-08T17:00:00,28.99,35.64,326
2025-01-08T17:30:00,28.95,34.91,305
2025-01-08T18:00:00,28.77,33.84,277
2025-01-08T18:30:00,28.76,33.46,229
2025-01-08T19:00:00,28.63,35.61,182
2025-01-08T19:30:00,28.18,34.76,129
2025-01-08T20:00:00,28.43,33.66,101
2025-01-08T20:30:00,27.99,36.19,78
2025-01-08T21:00:00,28.15,35.64,61
2025-01-08T21:30:00,28.16,35.13,68
2025-01-08T22:00:00,27.89,32.98,56
2025-01-08T22:30:00,27.83,35.81,57
2025-01-08T23:00:00,27.22,33.97,57
2025-01-08T23:30:00,26.91,32.97,51
2025-01-09T00:00:00,24.82,30.50,6
2025-01-09T00:30:00,24.70,31.84,4
2025-01-09T01:00:00,24.55,30.90,11
2025-01-09T01:30:00,24.70,31.25,0
2025-01-09T02:00:00,24.47,31.78,0
2025-01-09T02:30:00,24.67,30.98,3
2025-01-09T03:00:00,24.64,32.61,10
2025-01-09T03:30:00,24.69,30.16,14
2025-01-09T04:00:00,25.19,32.04,27
2025-01-09T04:30:00,25.53,30.84,30
2025-01-09T05:00:00,26.09,32.88,41
2025-01-09T05:30:00,26.62,33.06,72
2025-01-09T06:00:00,27.40,33.75,82
2025-01-09T06:30:00,27.66,32.77,93
2025-01-09T07:00:00,28.41,34.30,110
2025-01-09T07:30:00,28.31,33.02,122
2025-01-09T08:00:00,28.63,33.22,123
2025-01-09T08:30:00,28.70,36.57,130
2025-01-09T09:00:00,28.80,33.91,134
2025-01-09T09:30:00,28.87,32.62,159
2025-01-09T10:00:00,29.09,31.24,169
2025-01-09T10:30:00,29.10,33.88,199
2025-01-09T11:00:00,29.61,31.49,213
2025-01-09T11:30:00,29.68,31.98,232
2025-01-09T12:00:00,29.52,31.72,258
2025-01-09T12:30:00,29.80,31.00,255
2025-01-09T13:00:00,29.62,32.37,261
2025-01-09T13:30:00,29.58,31.95,235
2025-01-09T14:00:00,29.21,32.28,230
2025-01-09T14:30:00,29.52,32.46,231
2025-01-09T15:00:00,29.28,32.57,198
2025-01-09T15:30:00,29.06,33.29,164
2025-01-09T16:00:00,29.25,33.28,172
2025-01-09T16:30:00,29.16,32.25,160
2025-01-09T17:00:00,29.34,33.72,158
2025-01-09T17:30:00,29.08,33.83,167
2025-01-09T18:00:00,29.05,34.10,130
2025-01-09T18:30:00,28.99,34.01,104
2025-01-09T19:00:00,28.36,33.75,84
2025-01-09T19:30:00,28.50,35.50,74
2025-01-09T20:00:00,28.27,35.70,65
2025-01-09T20:30:00,28.30,36.49,23
2025-01-09T21:00:00,28.02,34.67,9
2025-01-09T21:30:00,28.08,36.31,26
2025-01-09T22:00:00,27.93,34.32,25
2025-01-09T22:30:00,27.66,33.72,37
2025-01-09T23:00:00,26.97,34.52,21
2025-01-09T23:30:00,27.06,34.39,6
2025-01-10T00:00:00,24.29,30.50,10
2025-01-10T00:30:00,24.62,31.32,19
2025-01-10T01:00:00,24.45,29.86,16
2025-01-10T01:30:00,24.60,31.22,9
2025-01-10T02:00:00,24.62,32.49,1
2025-01-10T02:30:00,24.47,31.81,26
2025-01-10T03:00:00,24.62,30.29,0
2025-01-10T03:30:00,24.79,30.37,36
2025-01-10T04:00:00,25.38,31.77,36
2025-01-10T04:30:00,25.46,32.83,53
2025-01-10T05:00:00,26.04,33.42,85
2025-01-10T05:30:00,26.97,31.49,106
2025-01-10T06:00:00,27.13,33.94,136
2025-01-10T06:30:00,27.92,32.75,166
2025-01-10T07:00:00,28.61,35.32,173
2025-01-10T07:30:00,28.61,34.89,198
2025-01-10T08:00:00,28.48,34.83,207
2025-01-10T08:30:00,28.76,34.11,233
2025-01-10T09:00:00,28.63,33.67,240
2025-01-10T09:30:00,29.01,32.70,280
2025-01-10T10:00:00,28.84,33.48,308
2025-01-10T10:30:00,29.13,34.03,336
2025-01-10T11:00:00,29.29,32.08,402
2025-01-10T11:30:00,29.77,33.15,440
2025-01-10T12:00:00,29.29,32.49,440
2025-01-10T12:30:00,29.59,32.50,459
2025-01-10T13:00:00,29.84,30.76,446
2025-01-10T13:30:00,29.35,31.14,443
2025-01-10T14:00:00,29.52,33.85,418
2025-01-10T14:30:00,29.41,32.02,386
2025-01-10T15:00:00,29.20,32.03,338
2025-01-10T15:30:00,29.24,34.17,322
2025-01-10T16:00:00,29.35,33.34,301
2025-01-10T16:30:00,29.56,34.76,300
2025-01-10T17:00:00,29.00,32.07,294
2025-01-10T17:30:00,28.99,33.91,272
2025-01-10T18:00:00,28.97,34.71,240
2025-01-10T18:30:00,28.63,33.51,202
2025-01-10T19:00:00,28.40,35.05,161
2025-01-10T19:30:00,28.39,34.17,102
2025-01-10T20:00:00,28.10,33.77,84
2025-01-10T20:30:00,28.11,34.50,69
2025-01-10T21:00:00,28.17,35.34,59
2025-01-10T21:30:00,28.25,33.95,60
2025-01-10T22:00:00,27.64,34.40,60
2025-01-10T22:30:00,27.74,35.25,50
2025-01-10T23:00:00,27.49,33.07,42
2025-01-10T23:30:00,26.86,35.45,48
2025-01-11T00:00:00,24.82,30.72,35
2025-01-11T00:30:00,24.74,30.53,36
2025-01-11T01:00:00,24.45,30.64,15
2025-01-11T01:30:00,24.52,31.76,19
2025-01-11T02:00:00,24.68,32.85,4
2025-01-11T02:30:00,24.87,30.67,29
2025-01-11T03:00:00,24.95,33.17,16
2025-01-11T03:30:00,24.59,31.67,23
2025-01-11T04:00:00,24.78,32.21,33
2025-01-11T04:30:00,25.71,32.72,64
2025-01-11T05:00:00,26.05,32.18,96
2025-01-11T05:30:00,27.13,32.08,137
2025-01-11T06:00:00,27.43,32.99,169
2025-01-11T06:30:00,27.64,34.67,213
2025-01-11T07:00:00,28.36,32.84,238
2025-01-11T07:30:00,28.61,33.99,240
2025-01-11T08:00:00,28.66,33.64,257
2025-01-11T08:30:00,28.71,34.00,273
2025-01-11T09:00:00,28.77,34.52,297
2025-01-11T09:30:00,29.07,33.06,332
2025-01-11T10:00:00,29.22,33.63,395
2025-01-11T10:30:00,29.37,32.80,448
2025-01-11T11:00:00,29.38,33.60,507
2025-01-11T11:30:00,29.71,34.40,521
2025-01-11T12:00:00,29.55,32.18,557
2025-01-11T12:30:00,29.72,32.04,579
2025-01-11T13:00:00,29.80,32.70,554
2025-01-11T13:30:00,29.68,33.02,544
2025-01-11T14:00:00,29.52,33.76,504
2025-01-11T14:30:00,29.36,33.37,475
2025-01-11T15:00:00,29.45,32.80,422
2025-01-11T15:30:00,29.05,32.84,406
2025-01-11T16:00:00,29.30,31.84,382
2025-01-11T16:30:00,29.15,32.50,388
2025-01-11T17:00:00,29.18,34.06,382
2025-01-11T17:30:00,28.96,33.25,347
2025-01-11T18:00:00,28.72,33.89,295
2025-01-11T18:30:00,28.90,34.48,238
2025-01-11T19:00:00,28.73,35.18,185
2025-01-11T19:30:00,28.31,34.41,135
2025-01-11T20:00:00,28.44,34.84,102
2025-01-11T20:30:00,28.04,34.96,89
2025-01-11T21:00:00,28.28,34.04,60
2025-01-11T21:30:00,28.20,34.87,63
2025-01-11T22:00:00,27.80,34.00,66
2025-01-11T22:30:00,27.60,35.66,60
2025-01-11T23:00:00,27.15,34.89,66
2025-01-11T23:30:00,26.76,32.49,46
2025-01-12T00:00:00,24.48,32.68,0
2025-01-12T00:30:00,24.63,32.55,13
2025-01-12T01:00:00,24.61,30.74,4
2025-01-12T01:30:00,24.65,32.56,4
2025-01-12T02:00:00,24.48,32.16,14
2025-01-12T02:30:00,24.65,31.98,6
2025-01-12T03:00:00,24.50,31.30,0
2025-01-12T03:30:00,24.69,30.69,10
2025-01-12T04:00:00,25.09,30.60,6
2025-01-12T04:30:00,25.51,32.36,22
2025-01-12T05:00:00,25.73,33.43,47
2025-01-12T05:30:00,26.92,33.30,50
2025-01-12T06:00:00,27.20,33.48,47
2025-01-12T06:30:00,27.88,32.60,72
2025-01-12T07:00:00,28.25,34.69,77
2025-01-12T07:30:00,28.52,34.97,72
2025-01-12T08:00:00,28.64,33.94,89
2025-01-12T08:30:00,28.70,34.52,90
2025-01-12T09:00:00,28.45,33.39,96
2025-01-12T09:30:00,29.09,34.32,119
2025-01-12T10:00:00,29.06,33.62,121
2025-01-12T10:30:00,29.20,32.53,139
2025-01-12T11:00:00,29.40,32.35,160
2025-01-12T11:30:00,29.29,32.94,174
2025-01-12T12:00:00,29.72,32.06,178
2025-01-12T12:30:00,29.83,32.24,201
2025-01-12T13:00:00,29.45,32.21,173
2025-01-12T13:30:00,29.49,31.88,172
2025-01-12T14:00:00,29.65,31.76,170
2025-01-12T14:30:00,29.22,32.54,163
2025-01-12T15:00:00,29.41,33.28,145
2025-01-12T15:30:00,29.34,33.72,141
2025-01-12T16:00:00,29.05,33.27,128
2025-01-12T16:30:00,29.30,33.81,131
2025-01-12T17:00:00,29.08,32.35,127
2025-01-12T17:30:00,29.07,33.16,109
2025-01-12T18:00:00,28.87,34.67,103
2025-01-12T18:30:00,28.82,34.63,80
2025-01-12T19:00:00,28.75,32.65,53
2025-01-12T19:30:00,28.43,34.54,39
2025-01-12T20:00:00,28.39,34.35,35
2025-01-12T20:30:00,28.23,35.35,19
2025-01-12T21:00:00,28.15,36.35,27
2025-01-12T21:30:00,28.27,35.23,8
2025-01-12T22:00:00,27.88,34.98,31
2025-01-12T22:30:00,27.84,35.12,13
2025-01-12T23:00:00,27.33,34.16,16
2025-01-12T23:30:00,26.70,34.26,16
2025-01-13T00:00:00,24.82,30.23,7
2025-01-13T00:30:00,25.25,30.70,18
2025-01-13T01:00:00,24.77,30.61,30
2025-01-13T01:30:00,24.69,31.52,30
2025-01-13T02:00:00,24.58,31.01,13
2025-01-13T02:30:00,24.49,31.62,20
2025-01-13T03:00:00,24.73,31.92,23
2025-01-13T03:30:00,24.85,31.28,31
2025-01-13T04:00:00,24.98,32.80,35
2025-01-13T04:30:00,25.64,33.48,43
2025-01-13T05:00:00,26.05,32.11,106
2025-01-13T05:30:00,26.64,35.08,114
2025-01-13T06:00:00,27.37,33.05,164
2025-01-13T06:30:00,27.79,33.42,176
2025-01-13T07:00:00,28.33,32.92,205
2025-01-13T07:30:00,28.62,34.23,239
2025-01-13T08:00:00,28.50,34.74,239
2025-01-13T08:30:00,28.68,33.70,245
2025-01-13T09:00:00,28.95,33.87,277
2025-01-13T09:30:00,28.91,35.28,309
2025-01-13T10:00:00,29.09,32.28,344
2025-01-13T10:30:00,29.34,33.04,408
2025-01-13T11:00:00,29.35,32.78,448
2025-01-13T11:30:00,29.63,32.46,507
2025-01-13T12:00:00,29.57,33.36,508
2025-01-13T12:30:00,29.63,31.73,536
2025-01-13T13:00:00,29.75,32.55,520
2025-01-13T13:30:00,29.46,33.67,510
2025-01-13T14:00:00,29.54,32.72,474
2025-01-13T14:30:00,29.42,32.74,430
